Region,Date,Total Sales Amount,Total Units Sold,Market Trend Index
East,2023-08-23,224437.84,3903,25.43
West,2023-06-19,403289.86,3979,10.45
North,2023-12-02,332805.36,3926,7.23
South,2023-11-07,247055.89,3973,80.27
East,2023-12-23,393691.4,1473,12.59
West,2023-02-13,357789.96,4271,75.45
North,2023-08-10,197778.79,1319,17.97
South,2023-02-27,171406.12,4600,68.78
East,2023-12-07,261316.15,4000,99.79
West,2023-03-17,375815.45,1032,44.35
North,2023-11-24,206723.32,4954,77.81
South,2023-04-26,136910.92,4850,67.87
East,2023-01-03,104173.5,1079,33.62
West,2023-06-10,410045.98,2409,0.58
North,2023-06-05,134462.2,3146,19.3
South,2023-01-05,459386.38,3313,83.64
East,2023-10-19,254663.08,1063,56.34
West,2023-03-04,440888.65,1422,90.5
North,2023-10-31,162099.29,2156,36.62
South,2023-12-17,154759.81,1546,77.7
East,2023-10-24,118640.24,1189,90.92
West,2023-09-09,218312.52,2599,54.26
North,2023-07-13,392106.8,3891,16.65
South,2023-09-04,160440.53,3202,10.85
East,2023-03-31,299013.55,2012,21.3
West,2023-09-17,117305.92,4840,1.5
North,2023-07-04,217457.83,2843,9.86
South,2023-10-05,108719.83,1477,42.26
East,2023-03-21,346478.28,3604,90.32
West,2023-10-29,249310.17,4236,52.08
North,2023-06-10,208938.48,1544,79.79
South,2023-12-23,203546.53,4910,90.77
East,2023-08-13,156833.41,1309,65.06
West,2023-07-06,293860.21,3172,9.64
North,2023-02-09,332415.22,3782,74.84
South,2023-10-18,319004.45,1328,2.23
East,2023-12-14,333786.37,3789,43.35
West,2023-01-28,265963.84,3419,44.9
North,2023-10-23,208865.71,2631,16.88
South,2023-09-14,179474.21,3958,55.09
East,2023-08-14,167511.87,4264,18.75
West,2023-08-07,349585.04,2836,26.35
North,2023-09-12,169927.88,2631,10.89
South,2023-07-23,394441.13,3573,69.2
East,2023-06-04,402366.34,2156,45.04
West,2023-11-23,213477.25,4251,35.57
North,2023-03-11,138850.69,2233,98.97
South,2023-12-24,299459.63,2065,11.48
East,2023-07-26,383600.43,1333,68.91
West,2023-03-11,359955.23,4373,83.32
North,2023-03-10,290305.51,3512,62.0
South,2023-01-25,111283.0,3543,2.31
East,2023-11-19,294311.51,3191,21.35
West,2023-12-17,151873.58,2782,62.12
North,2023-09-22,409426.14,1371,83.63
South,2023-10-04,360751.76,1486,48.71
East,2023-09-27,147632.11,1411,70.12
West,2023-03-28,409373.71,2413,77.17
North,2023-12-16,198009.17,4961,52.23
South,2023-05-28,384328.53,2550,86.18
East,2023-08-15,447594.87,2066,6.11
West,2023-01-31,457138.21,1022,16.57
North,2023-11-01,445669.75,4309,57.65
South,2023-08-31,279865.37,3727,31.96
East,2023-01-02,213556.28,3313,76.72
West,2023-02-26,496166.54,2602,40.41
North,2023-07-15,170718.15,4385,86.2
South,2023-02-11,203751.36,2034,67.44
East,2023-08-06,243037.94,2093,41.28
West,2023-04-18,441154.71,2722,10.92
North,2023-09-01,211670.37,1605,70.24
South,2023-08-31,450773.04,2802,69.78
East,2023-01-14,188773.5,3131,59.92
West,2023-11-02,303562.14,3420,68.74
North,2023-01-01,462026.22,1400,7.17
South,2023-05-13,391943.1,2324,51.45
East,2023-07-03,189737.87,1640,71.4
West,2023-06-13,262781.48,2194,12.91
North,2023-01-22,387537.68,3910,56.9
South,2023-01-11,437161.32,4890,13.13
East,2023-10-05,169865.06,3187,38.54
West,2023-09-24,492029.95,3271,65.28
North,2023-01-06,461729.96,3077,27.72
South,2023-07-25,255062.54,2842,51.54
East,2023-07-03,251650.63,2313,79.16
West,2023-11-19,470134.22,1838,57.64
North,2023-11-01,121595.43,1159,52.07
South,2023-04-24,299238.6,4025,39.43
East,2023-08-26,140649.29,1039,40.2
West,2023-12-27,400003.32,3690,3.9
North,2023-02-19,388367.94,2884,21.24
South,2023-03-25,466172.85,2988,52.0
East,2023-12-01,195716.34,3521,40.24
West,2023-08-21,186342.91,4116,3.66
North,2023-11-19,172506.48,4968,78.71
South,2023-12-10,118899.72,4713,86.33
East,2023-09-23,471529.62,4709,74.64
West,2023-01-05,213777.73,1751,92.33
North,2023-10-11,415094.95,4867,26.24
South,2023-09-14,481336.56,1422,8.37
East,2023-07-28,100028.07,4308,59.4
West,2023-11-04,131331.9,2700,8.72
North,2023-05-06,270257.33,1636,1.05
South,2023-07-28,117744.44,1467,24.51
East,2023-07-02,407604.78,2964,23.19
West,2023-10-15,145041.09,1835,10.69
North,2023-08-02,116680.53,4761,43.1
South,2023-04-06,397514.57,3710,54.33
East,2023-11-20,452969.82,1103,35.03
West,2023-04-21,423685.77,1446,20.13
North,2023-04-27,309824.76,2049,86.65
South,2023-02-20,155448.87,4419,30.41
East,2023-03-13,322724.8,2180,44.67
West,2023-03-11,367285.79,4535,31.84
North,2023-10-14,414769.69,4039,51.25
South,2023-05-19,360871.87,4597,32.17
East,2023-09-26,427129.78,3944,37.59
West,2023-09-26,278814.13,1701,22.55
North,2023-12-20,421407.56,3129,63.36
South,2023-10-09,262943.97,3284,81.89
East,2023-11-23,235120.13,1311,58.04
West,2023-06-15,103575.26,1325,15.27
North,2023-12-23,472673.05,2195,92.07
South,2023-10-16,109507.76,1808,10.43
East,2023-11-20,149557.55,2331,29.78
West,2023-12-17,125397.78,3651,58.11
North,2023-12-03,469752.44,2487,28.76
South,2023-02-13,128732.85,4116,86.35
East,2023-02-03,323815.28,1263,21.32
West,2023-06-03,182616.32,4609,91.4
North,2023-12-20,462914.9,2037,21.18
South,2023-10-16,406512.13,2525,32.2
East,2023-10-09,105500.28,2327,71.74
West,2023-02-05,223860.71,2194,90.81
North,2023-12-03,223990.0,4926,67.21
South,2023-05-18,466501.84,3433,48.12
East,2023-08-06,319876.89,2777,66.38
West,2023-11-11,429043.91,4320,52.2
North,2023-02-12,235401.52,3183,51.92
South,2023-05-15,395710.97,3702,51.81
East,2023-02-20,296127.85,4925,9.28
West,2023-12-25,111875.86,1382,1.73
North,2023-06-17,316284.82,3353,15.36
South,2023-01-17,442355.77,4131,19.33
East,2023-09-15,321461.84,4220,4.97
West,2023-06-27,428416.31,1975,97.02
North,2023-04-04,307754.19,4138,89.88
South,2023-09-27,327751.7,4063,47.97
East,2023-08-16,411766.08,4671,65.53
West,2023-06-25,329397.61,3366,1.06
North,2023-05-21,425281.52,4577,39.96
South,2023-10-19,450163.04,4383,51.4
East,2023-10-24,495214.72,2178,69.9
West,2023-10-16,485680.98,4337,1.65
North,2023-10-23,444963.56,1497,97.58
South,2023-02-01,359002.34,4169,43.44
East,2023-01-31,244930.75,2746,53.83
West,2023-03-29,271754.88,3485,73.99
North,2023-12-23,482411.72,1876,21.82
South,2023-04-20,412796.13,2127,39.68
East,2023-04-18,304740.43,4758,60.79
West,2023-11-24,202281.91,3696,44.87
North,2023-12-24,178229.66,3073,87.92
South,2023-03-14,437767.77,1045,68.16
East,2023-12-04,470066.16,2769,64.43
West,2023-03-03,340741.82,4965,83.82
North,2023-11-19,170600.36,1958,46.81
South,2023-08-31,270906.84,2777,45.5
East,2023-08-24,474879.95,2505,52.35
West,2023-11-28,269497.73,1647,43.67
North,2023-09-23,304908.07,2462,13.15
South,2023-09-18,333482.76,1776,53.29
East,2023-01-23,195852.19,1975,42.25
West,2023-07-20,410349.97,3648,10.99
North,2023-06-10,294971.52,3656,32.25
South,2023-03-31,392417.95,2176,79.64
East,2023-01-21,345250.81,3966,14.43
West,2023-12-19,268237.78,4674,42.16
North,2023-06-09,354303.38,2846,9.19
South,2023-11-12,309777.91,2848,42.13
East,2023-08-17,263313.42,3216,39.03
West,2023-01-26,467623.99,2110,84.7
North,2023-04-20,217737.17,3300,34.0
South,2023-11-28,479503.74,4322,22.72
East,2023-06-13,488620.05,2934,25.97
West,2023-12-21,334859.16,3837,34.26
North,2023-08-28,388878.16,4124,8.29
South,2023-11-30,200797.22,1082,93.5
East,2023-10-08,288662.64,3146,16.27
West,2023-05-22,265515.66,1565,64.97
North,2023-03-28,202450.45,3881,47.85
South,2023-09-08,132997.76,1190,79.71
East,2023-01-30,299747.41,4335,27.84
West,2023-07-25,294146.33,2272,52.96
North,2023-08-30,234633.13,1941,7.6
South,2023-05-02,352733.57,3490,77.72
East,2023-09-03,266018.87,3441,89.11
West,2023-08-31,285261.88,2802,45.09
North,2023-10-10,262276.73,2739,76.38
South,2023-09-05,446319.22,3047,1.24
East,2023-07-02,419021.39,3273,1.17
West,2024-01-01,471542.2,1566,74.46
North,2023-05-30,107341.54,1305,18.28
South,2023-02-24,408415.5,3143,53.65
East,2023-07-27,476805.02,4787,30.5
West,2023-06-09,310822.83,3821,38.42
North,2023-07-28,116320.4,4067,96.35
South,2023-11-08,143117.28,3791,28.08
East,2023-07-06,366362.33,2634,78.2
West,2023-01-29,225784.95,1025,97.19
North,2023-12-08,356430.06,1343,21.02
South,2023-11-28,122089.39,4892,92.8
East,2023-12-03,486631.22,3699,93.11
West,2023-08-06,415458.69,4346,96.71
North,2023-12-20,225091.38,3856,61.72
South,2023-04-22,313405.07,4427,35.19
East,2023-02-16,461947.56,1603,17.15
West,2023-03-04,335004.28,1966,63.45
North,2023-07-11,337523.63,4740,10.09
South,2023-02-02,470567.53,3910,61.97
East,2023-03-08,302727.42,3676,43.09
West,2023-01-21,342834.68,2066,41.04
North,2023-12-09,401026.32,3857,14.05
South,2023-03-07,149468.13,3591,79.59
East,2023-05-28,413057.61,4388,0.93
West,2023-06-22,266717.14,3211,41.72
North,2023-08-21,418876.3,1983,61.39
South,2023-03-11,237455.54,3226,42.06
East,2023-04-19,120500.93,4571,47.65
West,2023-08-19,177494.8,4273,10.66
North,2023-11-25,373266.06,4608,42.95
South,2023-06-24,354395.42,3748,62.1
East,2023-06-15,127170.09,2540,52.04
West,2023-03-01,349421.1,4943,83.82
North,2023-02-12,311625.92,1282,95.1
South,2023-03-11,439585.98,1628,61.95
East,2023-07-16,339731.28,3501,79.94
West,2023-10-02,400911.46,4151,98.18
North,2023-10-23,331030.68,2060,22.36
South,2023-04-24,237622.11,2838,48.63
East,2023-08-20,141063.53,1951,88.26
West,2023-06-14,320419.02,3399,57.0
North,2023-06-13,141560.76,1219,93.21
South,2023-08-09,118847.97,3074,54.6
East,2023-06-13,455305.42,3456,65.68
West,2023-03-29,459048.42,4816,0.52
North,2023-07-31,215236.76,3896,14.71
South,2023-11-14,357632.84,2718,10.63
East,2023-01-10,258011.14,1089,2.11
West,2023-12-04,456505.59,2030,8.68
North,2023-08-30,115812.66,4752,30.47
South,2023-12-28,314728.27,2994,64.44
East,2023-10-30,269692.54,3215,75.2
West,2023-05-23,493803.4,3621,40.79
North,2023-07-23,279284.44,3238,54.88
South,2023-02-27,461678.43,1386,46.8
East,2023-06-19,332657.57,2969,44.71
West,2023-04-25,302855.11,1024,87.35
North,2023-11-19,390540.79,1043,47.5
South,2023-02-25,138214.94,1541,12.01
East,2023-01-06,467090.31,3932,41.88
West,2023-04-19,207035.57,3166,64.66
North,2023-10-17,235392.91,4260,90.24
South,2023-06-07,316033.43,2495,90.53
East,2023-09-23,306308.64,1744,56.57
West,2023-01-22,498985.35,3329,85.6
North,2023-05-09,339721.07,3095,44.06
South,2023-04-24,181821.94,3100,23.23
East,2023-11-30,121108.86,4475,95.01
West,2023-02-26,288601.8,3061,20.97
North,2023-04-21,314638.47,3703,6.2
South,2023-04-20,319416.0,1389,83.94
East,2023-07-01,253121.93,1343,14.71
West,2023-12-30,243938.6,1536,17.57
North,2023-08-31,338735.33,3685,77.98
South,2023-12-13,186801.78,1225,29.14
East,2023-06-21,449060.61,3041,71.65
West,2023-08-30,264047.23,1533,50.09
North,2023-10-10,264343.63,2659,1.61
South,2023-10-31,466182.01,3327,94.72
East,2023-09-13,342717.65,2783,21.1
West,2023-08-08,102224.96,3427,83.95
North,2023-04-11,340268.34,3281,23.52
South,2023-03-09,490338.09,4737,12.67
East,2023-01-19,397310.16,2309,52.59
West,2023-06-07,284816.55,3952,0.73
North,2023-09-23,196495.49,2601,83.37
South,2023-09-24,403662.19,2702,86.25
East,2023-02-08,334764.68,4287,76.97
West,2023-03-12,100540.05,3174,68.66
North,2023-10-24,279253.94,4271,44.66
South,2023-09-20,494932.93,2233,99.83
East,2023-07-08,333473.36,1145,83.08
West,2023-12-19,438750.01,3981,63.77
North,2023-11-15,426271.89,3661,22.54
South,2023-03-08,395223.61,2461,75.84
East,2023-04-18,220438.84,4729,19.13
West,2023-10-03,454605.27,1444,10.88
North,2023-08-11,417186.61,2892,1.44
South,2023-12-01,233989.05,3241,99.63
East,2023-09-07,225056.24,1581,11.57
West,2023-07-05,278799.56,3781,9.54
North,2023-01-20,121923.3,4418,20.97
South,2023-10-12,194863.09,1097,45.3
East,2023-03-03,263045.56,2561,73.71
West,2023-08-04,135780.9,3655,99.97
North,2023-10-27,113191.9,4086,72.7
South,2023-03-01,271927.86,3214,50.78
East,2023-05-17,357315.76,2729,15.17
West,2023-01-09,322360.84,1420,96.54
North,2023-06-24,401711.69,4775,90.79
South,2023-02-12,325072.19,3586,24.7
East,2023-02-23,427947.69,1928,24.85
West,2023-03-02,482055.21,2065,15.67
North,2023-04-26,351717.77,4765,13.39
South,2023-08-25,115082.44,4855,6.92
East,2023-05-14,123667.54,1553,59.5
West,2023-06-13,229712.95,3443,39.14
North,2023-12-05,373538.7,3931,46.41
South,2023-05-31,208927.05,3997,69.91
East,2023-08-30,457329.69,4460,41.84
West,2023-05-22,333882.17,3379,59.84
North,2023-05-19,456497.88,3752,7.88
South,2023-09-11,370971.82,4612,20.01
East,2023-06-22,380826.12,3500,90.47
West,2023-04-01,122682.67,4526,52.68
North,2023-05-10,444846.05,1766,55.26
South,2023-08-23,499371.12,2792,50.06
East,2023-01-02,393169.73,2658,77.28
West,2023-02-22,115202.3,4359,45.79
North,2023-12-17,434802.73,3601,36.08
South,2023-05-14,239804.98,3350,32.0
East,2023-08-31,439518.44,4619,73.07
West,2023-02-27,373836.14,2121,72.79
North,2023-12-02,158554.73,2835,84.08
South,2023-01-22,158614.93,1545,26.32
East,2023-10-08,124956.02,4600,16.47
West,2023-04-10,215403.17,2107,15.14
North,2023-09-26,427332.72,2001,20.37
South,2023-08-15,341512.7,1668,28.13
East,2023-01-03,139984.52,3927,93.85
West,2023-05-06,251849.32,4153,38.33
North,2023-10-20,110779.28,4927,67.64
South,2023-07-04,324543.35,2755,93.73
East,2023-03-23,327223.39,4678,92.29
West,2023-06-23,378513.86,3738,95.05
North,2023-09-23,364362.68,3322,11.72
South,2023-07-27,184842.4,3223,35.36
East,2023-01-30,496271.41,3318,90.56
West,2023-12-08,211397.68,4927,88.6
North,2023-09-20,192914.94,3218,99.85
South,2023-05-15,250398.17,3040,72.43
East,2023-12-27,383630.23,1487,36.55
West,2023-02-01,461231.39,4866,29.65
North,2023-01-07,218274.98,2887,82.62
South,2023-12-23,114496.67,4737,81.02
East,2023-07-23,247725.15,2613,62.09
West,2023-09-20,462291.39,3984,76.85
North,2023-12-14,163237.88,4672,14.76
South,2023-01-30,492472.8,2854,23.47
East,2023-01-01,415703.51,2010,68.67
West,2023-07-26,465518.52,4639,34.06
North,2023-01-25,395305.01,3568,88.29
South,2023-09-23,495521.27,4567,69.61
East,2023-12-16,497214.71,2578,22.5
West,2023-06-05,201859.33,2282,78.77
North,2023-10-18,154632.22,1236,77.98
South,2023-10-25,387916.38,2219,35.42
East,2023-05-02,440270.17,2177,65.98
West,2023-02-19,187911.81,2392,9.51
North,2023-05-25,210824.44,3430,87.22
South,2023-10-13,429446.64,4184,37.44
East,2023-09-06,113072.74,1833,74.51
West,2023-05-28,446751.1,2116,23.3
North,2023-05-15,475136.54,1462,67.98
South,2023-06-25,173000.49,1970,54.21
East,2023-11-03,101632.55,3457,4.79
West,2023-11-09,482154.97,1791,42.39
North,2023-05-18,183353.91,1862,76.88
South,2023-03-31,395686.61,1236,84.93
East,2023-06-07,492920.67,4380,98.8
West,2023-11-02,460819.83,2777,77.29
North,2023-09-05,327535.82,3871,87.75
South,2023-01-04,217691.38,3571,82.42
East,2023-01-11,129756.51,4623,7.09
West,2023-07-19,154747.21,4242,24.77
North,2023-08-18,469686.83,1526,25.94
South,2023-01-19,436640.05,2300,27.13
East,2023-12-05,220874.14,4019,13.9
West,2023-10-26,356541.2,2879,73.96
North,2023-06-23,107430.1,2061,56.82
South,2023-11-10,490704.5,4956,72.34
East,2023-08-23,375072.55,4737,20.65
West,2023-10-20,287961.19,1155,51.8
North,2023-05-21,271057.46,4811,3.3
South,2023-07-27,481895.27,3150,71.81
East,2023-01-27,203106.88,4093,84.37
West,2023-02-26,297817.54,4751,89.04
North,2023-10-11,393354.13,4593,66.55
South,2023-02-16,273746.21,3337,17.28
East,2023-03-06,447959.3,2063,5.49
West,2023-04-19,485949.98,3929,25.51
North,2023-07-28,399417.69,4018,68.01
South,2023-12-23,400820.83,2665,52.49
East,2023-05-31,326074.27,2212,6.43
West,2023-09-13,481684.93,2085,56.54
North,2023-03-29,339347.59,4891,97.04
South,2023-07-08,139337.24,1624,68.26
East,2023-06-28,419095.63,4805,76.77
West,2023-05-13,425992.93,3903,24.28
North,2023-08-26,495887.89,2331,71.99
South,2023-12-05,141482.29,4216,40.21
East,2023-07-01,219750.02,3936,53.52
West,2023-04-26,401420.53,4224,86.66
North,2023-01-07,491301.87,2226,18.34
South,2023-04-08,336778.89,2401,15.14
East,2023-05-01,457773.67,4149,60.12
West,2023-08-23,217359.41,2616,94.21
North,2023-09-08,233230.85,2509,4.21
South,2023-04-19,309285.11,3664,45.11
East,2023-04-22,268392.66,3999,43.6
West,2023-05-28,370569.54,2962,2.32
North,2023-08-17,255628.0,4765,60.12
South,2023-01-01,167703.11,3118,58.54
East,2023-12-14,399763.38,4735,35.31
West,2023-08-12,263026.21,3075,40.29
North,2023-03-17,351006.78,3202,24.32
South,2023-10-16,325927.54,3904,48.09
East,2023-05-13,119459.09,4433,20.69
West,2023-08-04,429917.66,1005,17.33
North,2023-04-17,395543.94,4202,10.07
South,2023-06-25,131311.55,2122,33.27
East,2023-03-08,343110.09,1290,54.55
West,2023-02-13,233355.12,1771,67.57
North,2023-07-17,428625.88,2034,78.01
South,2023-11-02,211617.85,3156,52.05
East,2023-05-15,320502.88,2842,74.61
West,2023-11-04,331488.79,1740,16.78
North,2023-11-25,296026.0,1587,6.21
South,2023-05-31,346309.76,2393,39.13
East,2023-08-30,179399.2,1389,25.4
West,2023-02-18,486004.17,1831,92.32
North,2023-07-29,292964.6,1235,19.05
South,2023-09-03,311925.77,3284,41.13
East,2023-09-16,301184.48,4465,38.31
West,2023-08-18,387775.19,2086,2.18
North,2023-01-12,405068.17,2563,75.13
South,2023-11-02,314452.11,4502,57.17
East,2023-09-29,307235.81,2510,51.29
West,2023-01-07,482860.14,3302,66.38
North,2023-10-11,246091.91,3343,30.02
South,2023-11-12,498763.59,3418,73.31
East,2023-03-12,280770.22,2275,42.78
West,2023-09-02,107539.77,3268,11.34
North,2023-05-10,137444.98,3925,69.11
South,2023-07-22,150068.38,2795,2.01
East,2023-05-31,137100.92,2801,47.62
West,2023-12-17,218906.18,1219,44.83
North,2023-06-02,358378.55,2074,76.47
South,2023-10-15,457305.19,3108,59.23
East,2023-08-05,288699.17,4317,31.94
West,2023-06-20,119988.57,1643,83.99
North,2023-01-05,425272.67,4308,83.81
South,2023-05-07,369270.59,3573,12.28
East,2023-01-27,471429.08,3497,26.23
West,2023-02-14,101177.35,3492,46.94
North,2023-03-21,341936.93,3044,17.56
South,2023-08-11,342962.09,3816,70.37
East,2023-12-27,332345.89,3871,4.41
West,2023-09-29,186615.18,4727,45.39
North,2023-10-01,219869.9,1764,49.05
South,2023-10-10,349753.45,3626,92.85
East,2023-04-02,197945.12,4170,52.72
West,2023-04-11,448161.79,2078,89.57
North,2023-12-27,385247.01,2768,58.57
South,2023-09-08,185453.21,2319,33.98
East,2023-12-26,450540.64,3891,34.84
West,2023-02-09,235005.99,3297,84.0
North,2023-12-18,197660.51,3080,46.35
South,2023-12-24,181633.44,2626,33.76
East,2023-03-07,467767.38,4416,91.18
West,2023-02-22,182662.41,3289,33.59
North,2023-04-06,319074.2,2141,56.06
South,2023-07-03,101995.34,1310,72.06
East,2023-03-04,228625.12,2006,48.63
West,2023-07-08,265389.77,4494,78.48
North,2023-06-29,419810.05,2634,46.17
South,2023-01-02,193229.93,2401,42.96
East,2023-11-12,122650.29,4892,9.62
West,2023-07-22,416810.03,4509,55.64
North,2023-03-11,497122.77,3435,15.73
South,2023-05-29,340154.72,1807,6.43
East,2023-05-04,394992.33,2687,42.2
West,2023-02-22,253764.68,1426,67.13
North,2023-11-30,186891.14,1255,8.8
South,2023-04-07,464344.11,1658,63.7
East,2023-03-27,426720.17,2568,43.38
West,2023-07-31,451705.87,4199,6.33
North,2023-04-28,438405.09,4823,65.33
South,2023-11-24,307480.73,2961,5.54
East,2023-08-30,238368.5,1658,72.44
West,2023-09-23,124713.7,4574,45.68
North,2023-07-15,136022.04,1860,68.26
South,2023-04-02,412982.02,1736,14.09
East,2023-11-19,348423.43,4650,52.35
West,2023-03-23,167495.89,1182,62.78
North,2023-04-19,161519.48,3036,14.9
South,2023-07-16,188886.94,2093,65.03
East,2023-08-26,484877.81,3528,5.5
West,2023-02-20,363291.42,1962,17.16
North,2023-07-23,497244.67,4346,53.3
South,2023-04-30,497882.16,1878,9.82
East,2023-09-12,373372.34,4427,84.31
West,2023-08-19,169703.68,2797,5.64
